"idBank";"Dernière mise à jour";"Puissance";"Série arrêtée";"Type de ménages";"Zone géographique";"Indicateur";"Correction";"﻿Base de l'indice";"Formes de vente de la grande distribution";"Regroupement de produits";"Produit détaillé (COICOP 2016)";"Unité";"Périodicité";"Nature"
"001768648";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice d'inflation sous-jacente (ISJ)";"Corrigé des mesures fiscales et des variations saisonnières";"2015";"Sans objet";"Produits des industries agroalimentaires, hors viandes, produits laitiers et exotiques, y compris vins et champagne";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763520";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.4.1 - Nettoyage d'articles d'habillement";"sans objet";"Mensuelle";"Indice"
"001768649";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice d'inflation sous-jacente (ISJ)";"Corrigé des mesures fiscales et des variations saisonnières";"2015";"Sans objet";"Produits manufacturés";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763521";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.4.2 - Réparation et location d'articles d'habillement";"sans objet";"Mensuelle";"Indice"
"001768650";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice d'inflation sous-jacente (ISJ)";"Corrigé des mesures fiscales et des variations saisonnières";"2015";"Sans objet";"Services";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763522";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.2 - Chaussures";"sans objet";"Mensuelle";"Indice"
"001768651";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice d'inflation sous-jacente (ISJ)";"Corrigé des mesures fiscales et des variations saisonnières";"2015";"Sans objet";"Ensemble";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763523";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.2.1 - Chaussures diverses";"sans objet";"Mensuelle";"Indice"
"001763524";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.2.1.1 - Chaussures pour hommes";"sans objet";"Mensuelle";"Indice"
"001768652";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001768653";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2 - Tabac";"%";"Mensuelle";"Variations mensuelles"
"001763525";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.2.1.2 - Chaussures pour femmes";"sans objet";"Mensuelle";"Indice"
"001768654";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763526";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.2.1.3 - Chaussures pour nourrissons et enfants";"sans objet";"Mensuelle";"Indice"
"001768655";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits frais";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763527";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.2.2 - Cordonnerie et location de chaussures";"sans objet";"Mensuelle";"Indice"
"001768656";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits alimentaires";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763528";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.2.2.0 - Cordonnerie et location de chaussures";"sans objet";"Mensuelle";"Indice"
"001768657";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763529";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04 - Logement, eau, gaz, électricité et autres combustibles";"sans objet";"Mensuelle";"Indice"
"001768658";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Habillement, chaussures";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763530";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.1 - Loyers effectifs";"sans objet";"Mensuelle";"Indice"
"001768659";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits de santé";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763531";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.1.1 - Loyers effectivement payés par les locataires";"sans objet";"Mensuelle";"Indice"
"001768660";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits manufacturés";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763532";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.1.1.0 - Loyers effectivement payés par les locataires";"sans objet";"Mensuelle";"Indice"
"001763533";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3 - Entretien et réparation des logements";"sans objet";"Mensuelle";"Indice"
"001768661";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Énergie";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763534";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.1 - Fournitures pour travaux d'entretien et de réparation des logements";"sans objet";"Mensuelle";"Indice"
"001768662";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits pétroliers";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001768663";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763535";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.1.0 - Fournitures pour travaux d'entretien et de réparation des logements";"sans objet";"Mensuelle";"Indice"
"001768664";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Loyers, eau et enlèvement des ordures ménagères";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763536";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2 - Services concernant l'entretien et les réparations du logement";"sans objet";"Mensuelle";"Indice"
"001768665";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Services de santé";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763537";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.1 - Services de plombiers";"sans objet";"Mensuelle";"Indice"
"001763538";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.2 - Services d'électriciens";"sans objet";"Mensuelle";"Indice"
"001768666";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres services";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001768667";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation, y compris tabac";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763539";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.3 - Services d'entretien pour les systèmes de chauffage";"sans objet";"Mensuelle";"Indice"
"001768668";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris énergie";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763540";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.4 - Services de peintres";"sans objet";"Mensuelle";"Indice"
"001768670";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors énergie";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763541";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.5 - Services de menuisiers et charpentiers";"sans objet";"Mensuelle";"Indice"
"001763543";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4 - Alimentation en eau et services divers liés au logement";"sans objet";"Mensuelle";"Indice"
"001768671";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors tabac";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001768672";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Transports";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763544";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.1 - Alimentation en eau";"sans objet";"Mensuelle";"Indice"
"001768673";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Communications";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763545";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.1.0 - Alimentation en eau";"sans objet";"Mensuelle";"Indice"
"010607635";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, hors habillement et chaussures";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001763546";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.2 - Collecte des ordures ménagères";"sans objet";"Mensuelle";"Indice"
"001763547";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.2.0 - Collecte des ordures ménagères";"sans objet";"Mensuelle";"Indice"
"001763548";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.3 - Reprise des eaux usées";"sans objet";"Mensuelle";"Indice"
"001763549";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.3.0 - Reprise des eaux usées";"sans objet";"Mensuelle";"Indice"
"001763550";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.4 - Services divers liés au logement n.c.a.";"sans objet";"Mensuelle";"Indice"
"001763551";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.4.1 - Charges d'entretien dans les immeubles collectifs";"sans objet";"Mensuelle";"Indice"
"001763552";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.4.4.9 - Autres services liés au logement";"sans objet";"Mensuelle";"Indice"
"001763553";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5 - Électricité, gaz et autres combustibles";"sans objet";"Mensuelle";"Indice"
"001763554";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.1 - Électricité";"sans objet";"Mensuelle";"Indice"
"001763555";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.1.0 - Électricité";"sans objet";"Mensuelle";"Indice"
"001763556";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.2 - Gaz";"sans objet";"Mensuelle";"Indice"
"001763557";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.2.1 - Gaz naturel et gaz de ville";"sans objet";"Mensuelle";"Indice"
"001763558";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.2.2 - Hydrocarbures liquéfiés (butane, propane, etc.)";"sans objet";"Mensuelle";"Indice"
"001763559";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.3 - Combustibles liquides";"sans objet";"Mensuelle";"Indice"
"001763560";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.3.0 - Combustibles liquides";"sans objet";"Mensuelle";"Indice"
"001763561";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.4 - Combustibles solides";"sans objet";"Mensuelle";"Indice"
"001763562";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.4.9 - Autres combustibles solides";"sans objet";"Mensuelle";"Indice"
"001763563";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.5 - Énergie thermique";"sans objet";"Mensuelle";"Indice"
"001763564";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.5.5.0 - Énergie thermique";"sans objet";"Mensuelle";"Indice"
"001763565";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05 - Meubles, articles de ménage et entretien courant du foyer";"sans objet";"Mensuelle";"Indice"
"001763566";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1 - Meubles, articles d'ameublement, tapis et autres revêtements de sol";"sans objet";"Mensuelle";"Indice"
"001763567";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.1 - Meubles et articles d'ameublement";"sans objet";"Mensuelle";"Indice"
"001763568";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.1.1 - Ameublement d'intérieur";"sans objet";"Mensuelle";"Indice"
"001763569";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.1.2 - Meubles de jardin";"sans objet";"Mensuelle";"Indice"
"001763570";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.1.3 - Luminaires";"sans objet";"Mensuelle";"Indice"
"001763571";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.1.9 - Autres meubles et articles d'ameublement";"sans objet";"Mensuelle";"Indice"
"001763572";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.2 - Tapis et revêtements de sol divers";"sans objet";"Mensuelle";"Indice"
"001763573";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.2.1 - Tapis et moquettes";"sans objet";"Mensuelle";"Indice"
"001763574";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.2.2 - Autres revêtements de sol";"sans objet";"Mensuelle";"Indice"
"001763575";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.2.3 - Services de pose de moquettes et de revêtements de sol";"sans objet";"Mensuelle";"Indice"
"001763576";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.3 - Réparation de meubles, d'articles d'ameublement et de revêtements de sol";"sans objet";"Mensuelle";"Indice"
"001763577";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.1.3.0 - Réparation de meubles, d'articles d'ameublement et de revêtements de sol";"sans objet";"Mensuelle";"Indice"
"001763578";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.2 - Articles de ménage en textiles";"sans objet";"Mensuelle";"Indice"
"001763579";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.2.0 - Articles de ménage en textiles";"sans objet";"Mensuelle";"Indice"
"001763580";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.2.0.1 - Tissus d'ameublement et rideaux";"sans objet";"Mensuelle";"Indice"
"001763581";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.2.0.2 - Linge de lit et accessoires de literie";"sans objet";"Mensuelle";"Indice"
"001763582";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.2.0.3 - Linge de table et linge de toilette";"sans objet";"Mensuelle";"Indice"
"001763583";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.2.0.9 - Autres articles de maison en textile";"sans objet";"Mensuelle";"Indice"
"001763584";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3 - Appareils ménagers";"sans objet";"Mensuelle";"Indice"
"001763585";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1 - Gros appareils ménagers, électriques ou non";"sans objet";"Mensuelle";"Indice"
"001763586";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.1 - Réfrigérateurs, congélateurs";"sans objet";"Mensuelle";"Indice"
"001763587";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.2 - Lave-linges, sèche-linges et lave-vaisselles";"sans objet";"Mensuelle";"Indice"
"001763588";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.3 - Appareils de cuisson";"sans objet";"Mensuelle";"Indice"
"001763589";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.4 - Appareils de chauffage et de climatisation";"sans objet";"Mensuelle";"Indice"
"001763590";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.5 - Matériel de nettoyage";"sans objet";"Mensuelle";"Indice"
"001763592";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.2 - Petits appareils électroménagers";"sans objet";"Mensuelle";"Indice"
"001763593";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.2.1 - Appareils de transformation d'aliments";"sans objet";"Mensuelle";"Indice"
"001763594";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.2.2 - Cafetières électriques, théières et appareils similaires";"sans objet";"Mensuelle";"Indice"
"001763595";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.2.3 - Fers à repasser";"sans objet";"Mensuelle";"Indice"
"001763596";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.2.4 - Grille pain et grils";"sans objet";"Mensuelle";"Indice"
"001763597";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.2.9 - Autres petits appareils électroménagers";"sans objet";"Mensuelle";"Indice"
"001763598";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.3 - Réparation d'appareils ménagers";"sans objet";"Mensuelle";"Indice"
"001763599";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.3.0 - Réparation d'appareils ménagers";"sans objet";"Mensuelle";"Indice"
"001763600";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.4 - Verrerie, vaisselle et ustensiles de ménage";"sans objet";"Mensuelle";"Indice"
"001763601";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.4.0 - Verrerie, vaisselle et ustensiles de ménage";"sans objet";"Mensuelle";"Indice"
"001763602";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.4.0.1 - Verrerie, cristallerie, céramique et porcelaine";"sans objet";"Mensuelle";"Indice"
"001763603";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.4.0.2 - Articles de coutellerie, couverts et argenterie";"sans objet";"Mensuelle";"Indice"
"001763604";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.4.0.3 - Ustensiles et articles de cuisine non électriques";"sans objet";"Mensuelle";"Indice"
"001763605";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.5 - Outillage et autre matériel pour la maison et le jardin";"sans objet";"Mensuelle";"Indice"
"001763606";"12/07/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.5.1 - Gros outillage et matériel";"sans objet";"Mensuelle";"Indice"
