hbs_category,category,country,year,mean_expenditure_pps_hh,household_count,household_share,group_consumption_share,group_consumption_share_pm,source
income,Third quintile,EU27_2020,2020,24856,,0.2,0.185651865406879,185.651865406879,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,EU27_2020,2020,31589,,0.2,0.235941292900624,235.941292900624,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,EU27_2020,2020,44851,,0.2,0.334996452179109,334.996452179109,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FI,1994,9247,,0.2,0.115512416928996,115.512416928996,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FI,1994,12307,,0.2,0.153737570579124,153.737570579124,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FI,1994,15536,,0.2,0.194073851996202,194.073851996202,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FI,1994,18228,,0.2,0.227701993704092,227.701993704092,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FI,1994,24734,,0.2,0.308974166791585,308.974166791585,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FI,1999,10021,,0.2,0.110067659593164,110.067659593164,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FI,1999,14014,,0.2,0.15392557444752,153.92557444752,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FI,1999,18082,,0.2,0.198607266816045,198.607266816045,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FI,1999,21499,,0.2,0.236138570361583,236.138570361583,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FI,1999,27428,,0.2,0.301260928781688,301.260928781688,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FI,2005,13085,,0.2,0.107456680627412,107.456680627412,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FI,2005,18508,,0.2,0.151991459308532,151.991459308532,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FI,2005,23438,,0.2,0.192477621745914,192.477621745914,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FI,2005,28640,,0.2,0.235197503490186,235.197503490186,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FI,2005,38099,,0.2,0.312876734827954,312.876734827954,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FI,2010,11719,,0.2,0.0868099795549498,86.8099795549498,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FI,2010,17225,,0.2,0.127596373225873,127.596373225873,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FI,2010,23871,,0.2,0.176827461554416,176.827461554416,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FI,2010,33047,,0.2,0.244799845921361,244.799845921361,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FI,2010,49134,,0.2,0.3639663397434,363.9663397434,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FI,2015,13792,,0.2,0.0895613493944609,89.5613493944609,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FI,2015,20196,,0.2,0.131147115166077,131.147115166077,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FI,2015,27151,,0.2,0.176310919185688,176.310919185688,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FI,2015,37377,,0.2,0.242715672586772,242.715672586772,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FI,2015,55479,,0.2,0.360264943667002,360.264943667002,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FI,2020,13168,,0.2,0.0913924015491179,91.3924015491179,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FI,2020,18911,,0.2,0.131251648366902,131.251648366902,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FI,2020,25857,,0.2,0.179460307324996,179.460307324996,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FI,2020,34769,,0.2,0.241313973987035,241.313973987035,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FI,2020,51377,,0.2,0.356581668771949,356.581668771949,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FR,1988,10885,,0.2,0.131130359358624,131.130359358624,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FR,1988,11905,,0.2,0.143418183570456,143.418183570456,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FR,1988,14942,,0.2,0.180004577816863,180.004577816863,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FR,1988,18301,,0.2,0.220470069510535,220.470069510535,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FR,1988,26976,,0.2,0.324976809743522,324.976809743522,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FR,1994,13843,,0.2,0.12405455783776,124.05455783776,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FR,1994,17185,,0.2,0.154004014768613,154.004014768613,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FR,1994,21021,,0.2,0.188380471018389,188.380471018389,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FR,1994,25764,,0.2,0.230885041402301,230.885041402301,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FR,1994,33775,,0.2,0.302675914972936,302.675914972936,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FR,1999,15457,,0.2,0.125688125614942,125.688125614942,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FR,1999,19452,,0.2,0.158173346668943,158.173346668944,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FR,1999,23391,,0.2,0.190203205425317,190.203205425317,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FR,1999,28348,,0.2,0.230510900234999,230.510900234999,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FR,1999,36331,,0.2,0.295424422055798,295.424422055798,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FR,2005,18069,,0.2,0.129591909918956,129.591909918956,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FR,2005,23095,,0.2,0.165638671734921,165.638671734921,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FR,2005,27003,,0.2,0.193667073083268,193.667073083268,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FR,2005,31243,,0.2,0.224076597575844,224.076597575845,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FR,2005,40020,,0.2,0.287025747687011,287.025747687011,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FR,2010,13668,,0.2,0.0989409524912591,98.9409524912591,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FR,2010,19219,,0.2,0.139123951267889,139.123951267889,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FR,2010,25320,,0.2,0.183288331656327,183.288331656327,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FR,2010,32968,,0.2,0.238651252687433,238.651252687433,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FR,2010,46968,,0.2,0.339995511897092,339.995511897092,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,FR,2015,14627,,0.2,0.0986025629790418,98.6025629790418,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FR,2015,20545,,0.2,0.138496592356903,138.496592356903,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FR,2015,27088,,0.2,0.182603830312182,182.603830312182,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FR,2015,34936,,0.2,0.235508247777111,235.508247777111,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FR,2015,51147,,0.2,0.344788766574763,344.788766574763,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Décile1,FR,2017,16123,,,0.0588557390094947,58.8557390094948,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile2,FR,2017,18321,,,0.0668793645346991,66.8793645346991,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile3,FR,2017,20070,,,0.0732639509967475,73.2639509967475,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile4,FR,2017,22637,,,0.082634581899022,82.6345818990221,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile5,FR,2017,23787,,,0.0868325661365039,86.8325661365038,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile6,FR,2017,27080,,,0.0988534027400061,98.8534027400061,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile7,FR,2017,29059,,,0.106077586049551,106.077586049551,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile8,FR,2017,32645,,,0.119167996028342,119.167996028342,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile9,FR,2017,35867,,,0.130929652735443,130.929652735443,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,Décile10,FR,2017,48352,,,0.176505159870191,176.505159870191,Insee Les depenses des menages en 2017 TF101/TF102/TF106
income,First quintile,FR,2020,14279,,0.2,0.0986037068751208,98.6037068751209,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,FR,2020,20056,,0.2,0.138496809656658,138.496809656658,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,FR,2020,26443,,0.2,0.182602270530067,182.602270530067,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,FR,2020,34104,,0.2,0.235505344860923,235.505344860923,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,FR,2020,49930,,0.2,0.344791868077231,344.791868077231,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HR,2005,9324,,0.2,0.110763967260243,110.763967260243,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HR,2005,12375,,0.2,0.147008161180342,147.008161180342,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HR,2005,16096,,0.2,0.191211584837073,191.211584837073,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HR,2005,19767,,0.2,0.234821036125399,234.821036125399,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HR,2005,26617,,0.2,0.316195250596942,316.195250596942,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HR,2010,7836,,0.2,0.0908437478262886,90.8437478262886,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HR,2010,12324,,0.2,0.142873704467991,142.873704467991,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HR,2010,16647,,0.2,0.19299079505669,192.99079505669,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HR,2010,21221,,0.2,0.246017760671474,246.017760671474,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HR,2010,28230,,0.2,0.327273991977556,327.273991977556,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HR,2015,8801,,0.2,0.0872777397633852,87.2777397633852,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HR,2015,14300,,0.2,0.141810212318647,141.810212318647,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HR,2015,19854,,0.2,0.196888108767441,196.888108767441,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HR,2015,24682,,0.2,0.244766409821597,244.766409821597,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HR,2015,33202,,0.2,0.32925752932893,329.25752932893,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HR,2020,9329,,0.2,0.0851605718145802,85.1605718145802,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HR,2020,16217,,0.2,0.148038267029376,148.038267029376,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HR,2020,22030,,0.2,0.201102733098424,201.102733098424,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HR,2020,26197,,0.2,0.239141547842915,239.141547842915,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HR,2020,35773,,0.2,0.326556880214704,326.556880214704,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HU,2005,6743,,0.2,0.12612696868804,126.12696868804,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HU,2005,7829,,0.2,0.146440462384497,146.440462384497,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HU,2005,9721,,0.2,0.18183008492013,181.83008492013,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HU,2005,11712,,0.2,0.219071490030302,219.071490030302,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HU,2005,17457,,0.2,0.32653099397703,326.53099397703,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HU,2010,7155,,0.2,0.10596389378434,105.96389378434,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HU,2010,10105,,0.2,0.149652710928128,149.652710928128,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HU,2010,12750,,0.2,0.188824548672304,188.824548672304,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HU,2010,15668,,0.2,0.232039453223346,232.039453223346,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HU,2010,21845,,0.2,0.323519393391881,323.519393391881,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HU,2015,8129,,0.2,0.101602339766023,101.602339766023,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HU,2015,11564,,0.2,0.144535546445355,144.535546445355,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HU,2015,14465,,0.2,0.180794420557944,180.794420557944,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HU,2015,18912,,0.2,0.236376362363764,236.376362363764,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HU,2015,26938,,0.2,0.336691330866913,336.691330866913,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,HU,2020,11822,,0.2,0.10776270692044,107.76270692044,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,HU,2020,16724,,0.2,0.152446583533873,152.446583533873,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,HU,2020,20696,,0.2,0.188653102895063,188.653102895063,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,HU,2020,25093,,0.2,0.228733683366149,228.733683366149,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,HU,2020,35369,,0.2,0.322403923284475,322.403923284475,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IE,1994,13083,,0.2,0.117641240524768,117.641240524768,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IE,1994,15927,,0.2,0.1432142503889,143.2142503889,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IE,1994,21904,,0.2,0.196958933918407,196.958933918407,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IE,1994,28002,,0.2,0.251791639316255,251.791639316255,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IE,1994,32295,,0.2,0.290393935851669,290.393935851669,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IE,1999,27102,,0.2,0.182205668800086,182.205668800086,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IE,1999,25612,,0.2,0.172188458021836,172.188458021836,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IE,1999,27904,,0.2,0.187597482923681,187.597482923681,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IE,1999,33262,,0.2,0.223619103963857,223.619103963857,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IE,1999,34864,,0.2,0.234389286290539,234.389286290539,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IE,2005,18272,,0.2,0.100481179026094,100.481179026094,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IE,2005,25758,,0.2,0.141648106904232,141.648106904232,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IE,2005,37589,,0.2,0.206709010420963,206.709010420963,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IE,2005,46345,,0.2,0.254859908163546,254.859908163546,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IE,2005,53881,,0.2,0.296301795485166,296.301795485166,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IE,2010,17838,,0.2,0.1072620457839,107.2620457839,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IE,2010,24336,,0.2,0.146335303632526,146.335303632526,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IE,2010,30369,,0.2,0.182612460388568,182.612460388568,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IE,2010,39372,,0.2,0.236748585413372,236.748585413372,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IE,2010,54388,,0.2,0.327041604781634,327.041604781634,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IE,2015,16004,,0.2,0.0946506195108969,94.6506195108969,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IE,2015,25145,,0.2,0.148712186178549,148.712186178549,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IE,2015,31771,,0.2,0.18789957713576,187.89957713576,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IE,2015,40908,,0.2,0.24193748706272,241.93748706272,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IE,2015,55257,,0.2,0.326800130112074,326.800130112074,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IE,2020,17031,,0.2,0.101663045295003,101.663045295003,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IE,2020,25493,,0.2,0.152175210716077,152.175210716077,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IE,2020,33036,,0.2,0.197201594995344,197.201594995344,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IE,2020,40715,,0.2,0.243039803252071,243.039803252071,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IE,2020,51249,,0.2,0.305920345741506,305.920345741506,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IT,1988,7665,,0.2,0.0895517156776839,89.5517156776839,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IT,1988,11160,,0.2,0.130384494059094,130.384494059094,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IT,1988,14581,,0.2,0.170352715759466,170.352715759466,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IT,1988,19638,,0.2,0.229434650029792,229.434650029792,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IT,1988,32549,,0.2,0.380276424473964,380.276424473964,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IT,1994,11321,,0.2,0.0992800203453447,99.2800203453447,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IT,1994,15758,,0.2,0.138190492059177,138.190492059177,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IT,1994,20271,,0.2,0.17776744920241,177.76744920241,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IT,1994,26125,,0.2,0.229104366356517,229.104366356517,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IT,1994,40556,,0.2,0.355657672036551,355.657672036551,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IT,1999,19290,,0.2,0.141738184810722,141.738184810722,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IT,1999,22855,,0.2,0.167932929696685,167.932929696685,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IT,1999,26096,,0.2,0.191747002116153,191.747002116153,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IT,1999,29853,,0.2,0.21935251587115,219.35251587115,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IT,1999,38002,,0.2,0.27922936750529,279.22936750529,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IT,2005,12724,,0.2,0.0884176001334186,88.4176001334186,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,IT,2005,19705,,0.2,0.13692775940184,136.92775940184,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,IT,2005,25400,,0.2,0.176501653834394,176.501653834394,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,IT,2005,32129,,0.2,0.22326069433249,223.26069433249,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,IT,2005,53950,,0.2,0.374892292297857,374.892292297857,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,IT,2015,,,0.2,0.0778303586296449,77.8303586296449,Istat HBS bridge-corrected income/expenditure shares
income,Second quintile,IT,2015,,,0.2,0.126993455257204,126.993455257204,Istat HBS bridge-corrected income/expenditure shares
income,Third quintile,IT,2015,,,0.2,0.172494409329646,172.494409329646,Istat HBS bridge-corrected income/expenditure shares
income,Fourth quintile,IT,2015,,,0.2,0.232900938498284,232.900938498284,Istat HBS bridge-corrected income/expenditure shares
income,Fifth quintile,IT,2015,,,0.2,0.389780838285222,389.780838285222,Istat HBS bridge-corrected income/expenditure shares
income,First quintile,IT,2020,,,0.2,0.0813321275485387,81.3321275485387,Istat HBS bridge-corrected income/expenditure shares
income,Second quintile,IT,2020,,,0.2,0.12756854628535,127.56854628535,Istat HBS bridge-corrected income/expenditure shares
income,Third quintile,IT,2020,,,0.2,0.17003419914558,170.03419914558,Istat HBS bridge-corrected income/expenditure shares
income,Fourth quintile,IT,2020,,,0.2,0.228227509977237,228.227509977237,Istat HBS bridge-corrected income/expenditure shares
income,Fifth quintile,IT,2020,,,0.2,0.392837617043294,392.837617043294,Istat HBS bridge-corrected income/expenditure shares
income,First quintile,LT,2005,5009,,0.2,0.106826761074026,106.826761074026,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,LT,2005,6631,,0.2,0.141419096163279,141.419096163279,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,LT,2005,8776,,0.2,0.187165433257267,187.165433257267,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,LT,2005,11004,,0.2,0.23468190833671,234.68190833671,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,LT,2005,15469,,0.2,0.329906801168718,329.906801168718,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,LT,2010,7326,,0.2,0.0994583146662322,99.4583146662322,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,LT,2010,10448,,0.2,0.141842816220693,141.842816220693,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,LT,2010,13954,,0.2,0.189440530009911,189.440530009911,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,LT,2010,17442,,0.2,0.236793874475624,236.793874475624,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,LT,2010,24489,,0.2,0.33246446462754,332.46446462754,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,LT,2015,7483,,0.2,0.092064468503937,92.064468503937,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,LT,2015,11390,,0.2,0.140132874015748,140.132874015748,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,LT,2015,14281,,0.2,0.175701279527559,175.701279527559,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,LT,2015,19218,,0.2,0.236441929133858,236.441929133858,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,LT,2015,28908,,0.2,0.355659448818898,355.659448818898,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,LT,2020,8673,,0.2,0.0994131267050274,99.4131267050274,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,LT,2020,12834,,0.2,0.147108044290594,147.108044290594,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,LT,2020,16509,,0.2,0.189232250521538,189.232250521538,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,LT,2020,19978,,0.2,0.22899520872974,228.99520872974,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,LT,2020,29248,,0.2,0.335251369753101,335.251369753101,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,LU,1988,23658,,0.2,0.177472712951502,177.472712951502,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,LU,1988,21955,,0.2,0.164697498218371,164.697498218371,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Third quintile,LU,1988,24786,,0.2,0.185934511083605,185.934511083605,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fourth quintile,LU,1988,27561,,0.2,0.206751434679869,206.751434679869,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Fifth quintile,LU,1988,35345,,0.2,0.265143843066652,265.143843066652,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,First quintile,LU,1994,26190,,0.2,0.135547780722093,135.547780722093,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
income,Second quintile,LU,1994,32286,,0.2,0.167097962901623,167.097962901623,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
